FIRST NAME,LAST NAME,SEX,DOJ,CURRENT DATE,DESIGNATION,AGE,SALARY,UNIT,LEAVES USED,LEAVES REMAINING,RATINGS,PAST EXP
ZANE,ALBANEZ,M,05-12-2014,01-07-2016,Analyst,21.0,42822,Marketing,29.0,1.0,2.0,0
MARIANNE,AMOUS,F,1-16-2014,01-07-2016,Analyst,24.0,43900,Operations,23.0,7.0,5.0,1
TRACEY,AMEL,F,08-08-2014,01-07-2016,Analyst,24.0,47588,IT,19.0,11.0,3.0,2
DIONNE,ARAIZA,F,12-29-2014,01-07-2016,Analyst,23.0,43818,Management,17.0,13.0,3.0,1
LOUIS,ABDELHAMID,M,6-21-2014,01-07-2016,Associate,30.0,75507,Web,15.0,15.0,2.0,5
ROSETTA,ANGEL,F,1-24-2014,01-07-2016,Analyst,24.0,49822,Operations,18.0,12.0,3.0,1
LUCIANO,ALBEA,M,12-04-2014,01-07-2016,Senior Analyst,26.0,64540,Operations,26.0,4.0,5.0,0
INA,ANDUEZA,F,3-20-2013,01-07-2016,Analyst,24.0,41720,Marketing,24.0,6.0,4.0,0
WILLIAM,ARGENTO,F,1-20-2013,01-07-2016,Analyst,22.0,40900,IT,29.0,1.0,5.0,0
GINO,ALDINGER,M,4-18-2013,01-07-2016,Analyst,23.0,42925,Management,26.0,4.0,3.0,0
DANTE,AIOLA,M,1-16-2013,01-07-2016,Senior Analyst,26.0,66540,Management,25.0,5.0,4.0,1
MATTIE,AMBOREE,F,1-13-2013,01-07-2016,Analyst,23.0,41394,IT,16.0,14.0,4.0,0
OLGA,AMEEN,F,8-18-2014,01-07-2016,Analyst,24.0,44946,Finance,28.0,2.0,3.0,2
LILLY,ANSON,F,4-21-2013,01-07-2016,Analyst,24.0,49624,IT,17.0,13.0,4.0,0
NEWTON,ALES,M,1-17-2014,01-07-2016,Analyst,23.0,47590,IT,24.0,6.0,2.0,0
SHARI,ANDIS,F,4-22-2014,01-07-2016,Senior Analyst,28.0,60155,Marketing,27.0,3.0,5.0,4
CATHERINE,ALPIZAR,F,01-05-2014,01-07-2016,Analyst,23.0,49296,Web,20.0,10.0,3.0,0
BERTHA,ALVARENGA,F,1-30-2013,01-07-2016,Analyst,25.0,45729,IT,18.0,12.0,5.0,1
RON,ABUSUFAIT,M,01-01-2013,01-07-2016,Analyst,21.0,48682,Web,25.0,5.0,2.0,0
DEENA,APPLEN,F,4-15-2013,01-07-2016,Senior Analyst,28.0,51184,Web,24.0,6.0,2.0,2
GRAIG,ALMADA,M,1-29-2012,01-07-2016,Senior Analyst,26.0,53602,Web,26.0,4.0,4.0,1
PAUL,AANENSON,M,07-05-2013,01-07-2016,Analyst,25.0,49976,Web,25.0,5.0,2.0,1
WHITNEY,ALICE,M,01-05-2014,01-07-2016,Analyst,22.0,40312,Operations,29.0,1.0,4.0,0
CHRISTAL,ARMANDO,F,1-13-2014,01-07-2016,Analyst,23.0,46325,Management,20.0,10.0,4.0,0
PHIL,AEILLO,M,01-05-2014,01-07-2016,Analyst,21.0,41930,Finance,27.0,3.0,2.0,0
KENNITH,ALARID,M,8-18-2013,01-07-2016,Analyst,24.0,42289,Operations,18.0,12.0,4.0,1
JOHNNY,ABEB,M,11-26-2014,01-07-2016,Analyst,24.0,45748,IT,15.0,15.0,5.0,2
EDDIE,ABILAY,M,4-24-2014,01-07-2016,Analyst,23.0,41273,Finance,28.0,2.0,2.0,0
JERE,ALMEIDA,M,7-28-2014,01-07-2016,Analyst,22.0,44391,Operations,18.0,12.0,5.0,0
CLARISSA,ANTEE,F,06-02-2014,01-07-2016,Analyst,25.0,47051,Operations,27.0,3.0,4.0,2
PETRA,ANGILLETTA,F,4-28-2011,01-07-2016,Senior Manager,35.0,176567,IT,18.0,12.0,2.0,9
EVANGELINA,AQUINO,F,5-15-2012,01-07-2016,Manager,35.0,123504,Marketing,15.0,15.0,2.0,9
KATRINA,AMERIO,F,10-30-2014,01-07-2016,Analyst,22.0,48789,IT,27.0,3.0,2.0,0
CHLOE,ARGUILEZ,F,4-19-2013,01-07-2016,Analyst,21.0,42760,Marketing,20.0,10.0,2.0,0
KASEY,ALLSBROOKS,M,8-14-2013,01-07-2016,Analyst,24.0,48451,Finance,22.0,8.0,3.0,1
VALERIA,APO,F,03-09-2013,01-07-2016,Analyst,25.0,49310,Web,23.0,7.0,4.0,1
RUBY,ALTERI,F,1-21-2011,01-07-2016,Senior Manager,37.0,190414,Management,26.0,4.0,4.0,9
DORETHA,ARCHAMBEAU,F,10-05-2013,01-07-2016,Analyst,23.0,42538,IT,20.0,10.0,4.0,0
JOSEF,ALBRACHT,M,8-24-2014,01-07-2016,Analyst,24.0,49469,Finance,22.0,8.0,3.0,2
REBECA,ARDNER,F,4-23-2014,01-07-2016,Analyst,23.0,41457,IT,18.0,12.0,4.0,0
WILFORD,AKSAMIT,M,11-09-2013,01-07-2016,Analyst,23.0,47534,Finance,29.0,1.0,3.0,0
SHAD,ALLMON,M,03-12-2013,01-07-2016,Analyst,21.0,47658,Operations,29.0,1.0,3.0,0
MARK,AANERUD,M,11-03-2010,01-07-2016,Manager,34.0,139615,Web,19.0,11.0,5.0,6
LAWERENCE,ALIFF,M,12-16-2014,01-07-2016,Analyst,22.0,44103,Web,25.0,5.0,3.0,0
JULIO,ACEVADO,M,03-09-2013,01-07-2016,Senior Analyst,26.0,66184,IT,26.0,4.0,4.0,0
MICAH,AGNE,M,11-15-2014,01-07-2016,Analyst,22.0,41694,Finance,30.0,0.0,3.0,0
KATHI,ARCHULETTA,F,07-09-2014,01-07-2016,Analyst,21.0,45185,Marketing,29.0,1.0,4.0,0
MERRY,ARICO,F,01-09-2014,01-07-2016,Analyst,24.0,44938,Management,19.0,11.0,5.0,1
MIQUEL,ALIRE,M,03-10-2013,01-07-2016,Analyst,25.0,41546,Marketing,16.0,14.0,3.0,1
KRISTIE,ANDRAE,F,1-23-2011,01-07-2016,Associate,29.0,86548,Operations,19.0,11.0,3.0,3
HARRISON,AGUILA,M,1-20-2013,01-07-2016,Analyst,23.0,42056,IT,29.0,1.0,3.0,0
ELIDA,AREBALO,F,09-01-2013,01-07-2016,Analyst,25.0,49190,Marketing,17.0,13.0,3.0,2
JASON,AASBY,M,2-15-2013,01-07-2016,Analyst,21.0,45716,Management,19.0,11.0,3.0,0
JOHANNA,ANDINO,F,2-26-2011,01-07-2016,Associate,30.0,77015,Finance,29.0,1.0,3.0,2
HAL,AHERN,M,01-02-2014,01-07-2016,Analyst,24.0,42527,Operations,30.0,0.0,3.0,1
JACQULINE,ARDMAN,F,11-14-2010,01-07-2016,Director,41.0,355337,IT,24.0,6.0,3.0,12
HANNA,ARGANBRIGHT,F,1-20-2013,01-07-2016,Analyst,25.0,43354,IT,27.0,3.0,4.0,1
GERMAN,AKINS,M,7-31-2012,01-07-2016,Senior Manager,35.0,170611,Web,25.0,5.0,2.0,8
RICHARD,AALBERS,M,11-06-2013,01-07-2016,Analyst,25.0,47893,Management,21.0,9.0,2.0,2
DEANNE,APEL,F,09-01-2013,01-07-2016,Analyst,25.0,46808,Operations,28.0,2.0,5.0,2
JULIA,ALTER,F,06-11-2014,01-07-2016,Analyst,23.0,45815,IT,28.0,2.0,5.0,0
LEONARDO,AGRIESTI,M,12-14-2012,01-07-2016,Manager,35.0,103289,Web,29.0,1.0,3.0,11
GASTON,ALLGEIER,M,10-22-2013,01-07-2016,Analyst,25.0,44025,Operations,30.0,0.0,3.0,2
GAYLE,AMORY,F,02-06-2013,01-07-2016,Analyst,22.0,44005,Marketing,18.0,12.0,4.0,0
CELINA,ARCAUTE,F,06-02-2010,01-07-2016,Manager,33.0,119570,Finance,24.0,6.0,2.0,4
EFFIE,ANDREWS,F,8-17-2012,01-07-2016,Associate,32.0,92350,IT,23.0,7.0,2.0,5
JOAN,AKIYAMA,M,8-20-2013,01-07-2016,Analyst,24.0,46791,Finance,26.0,4.0,2.0,1
SHAWNA,ANDON,F,11-07-2011,01-07-2016,Manager,32.0,143778,Management,16.0,14.0,4.0,6
RUSSEL,AGRO,M,1-25-2013,01-07-2016,Analyst,21.0,48948,Marketing,29.0,1.0,4.0,0
LACY,ARABIAN,F,4-28-2013,01-07-2016,Analyst,21.0,48223,IT,19.0,11.0,2.0,0
LAVERNE,ALAMILLA,M,06-11-2013,01-07-2016,Analyst,25.0,40149,Finance,16.0,14.0,2.0,1
CORY,ACCOLA,M,06-11-2014,01-07-2016,Analyst,22.0,47674,Operations,16.0,14.0,2.0,0
FLORINE,ARAU,F,12-12-2014,01-07-2016,Analyst,21.0,48939,Web,26.0,4.0,3.0,0
DEANN,ARBON,F,05-06-2013,01-07-2016,Analyst,22.0,44100,Finance,29.0,1.0,3.0,0
NELDA,ANSLOW,F,09-04-2012,01-07-2016,Senior Analyst,26.0,58051,Web,21.0,9.0,2.0,2
TARYN,ARENDSEE,F,5-28-2013,01-07-2016,Analyst,24.0,47877,Web,24.0,6.0,5.0,0
EDWARD,AARON,M,1-13-2014,01-07-2016,Analyst,22.0,46157,Marketing,22.0,8.0,3.0,0
LORI,ALSUP,F,12-24-2014,01-07-2016,Analyst,21.0,42047,Finance,17.0,13.0,4.0,0
BREANNA,ARMBRUSTER,F,7-25-2014,01-07-2016,Analyst,21.0,46999,Marketing,17.0,13.0,3.0,0
VERNA,AMON,F,3-26-2013,01-07-2016,Analyst,23.0,45131,Management,16.0,14.0,3.0,0
ELOISE,ANCALADE,F,2-24-2013,01-07-2016,Analyst,21.0,46862,Finance,29.0,1.0,4.0,0
TILLIE,ARELLEANO,F,12-11-2014,01-07-2016,Analyst,23.0,49015,IT,21.0,9.0,3.0,1
YONG,ARENDER,F,12-12-2013,01-07-2016,Associate,29.0,80173,Management,28.0,2.0,4.0,2
JACKIE,ACOTHLEY,M,12-20-2014,01-07-2016,Analyst,22.0,43113,Marketing,25.0,5.0,2.0,0
MARCELINO,AKAPO,M,11-16-2012,01-07-2016,Associate,31.0,86669,Marketing,19.0,11.0,3.0,5
EMERY,AINLEY,M,9-22-2013,01-07-2016,Analyst,21.0,40397,Marketing,26.0,4.0,3.0,0
LOTTIE,ANDRIOPULOS,F,9-18-2014,01-07-2016,Analyst,22.0,44694,Operations,23.0,7.0,2.0,0
RICHIE,ALESI,M,5-21-2013,01-07-2016,Associate,29.0,97946,Management,21.0,9.0,4.0,5
ROBIN,ADEE,M,5-28-2014,01-07-2016,Analyst,24.0,41396,Web,22.0,8.0,3.0,1
ABRAHAM,ADAMYAN,M,4-20-2013,01-07-2016,Analyst,25.0,42280,Management,17.0,13.0,5.0,1
DIANNA,ANABLE,F,09-06-2014,01-07-2016,Senior Analyst,27.0,61390,Management,22.0,8.0,2.0,4
VERDA,ARIF,F,09-12-2013,01-07-2016,Analyst,24.0,43310,Web,29.0,1.0,4.0,1
NEIL,ACE,M,11-01-2014,01-07-2016,Senior Analyst,28.0,60522,Marketing,17.0,13.0,5.0,2
ANGEL,ANAKALEA,F,5-18-2014,01-07-2016,Analyst,25.0,45081,Finance,25.0,5.0,3.0,2
YOUNG,APPLIN,F,11-14-2011,01-07-2016,Manager,32.0,144332,IT,17.0,13.0,4.0,6
ARIEL,ARGANDONA,F,09-06-2014,01-07-2016,Analyst,21.0,49576,Management,24.0,6.0,5.0,0
BRANDY,AMEDURI,F,10-28-2013,01-07-2016,Analyst,24.0,40329,Finance,29.0,1.0,2.0,1
DANA,ACRON,M,5-31-2014,01-07-2016,Analyst,25.0,41781,Web,18.0,12.0,5.0,2
LYNN,ADAMEC,M,1-15-2014,01-07-2016,Analyst,25.0,49522,Finance,17.0,13.0,2.0,2
FELIX,ACHESON,M,9-16-2014,01-07-2016,Senior Analyst,26.0,61046,Finance,28.0,2.0,5.0,1
LAURENCE,ADMIRE,M,5-25-2014,01-07-2016,Senior Analyst,28.0,65656,Operations,30.0,0.0,2.0,3
NATALIA,APRIL,F,10-07-2013,01-07-2016,Analyst,24.0,49949,Finance,22.0,8.0,3.0,1
MARGARITA,AMESCUA,F,02-05-2014,01-07-2016,Analyst,25.0,40161,Operations,17.0,13.0,4.0,2
LILLIE,AMASON,F,2-15-2014,01-07-2016,Analyst,24.0,42052,IT,25.0,5.0,5.0,1
PRICILLA,ARMOCIDA,F,03-05-2013,01-07-2016,Analyst,24.0,45722,Marketing,22.0,8.0,2.0,0
CLIFTON,ACKERMANN,M,6-23-2013,01-07-2016,Associate,28.0,78615,Marketing,16.0,14.0,2.0,3
ELDRIDGE,ALLIMAN,M,9-18-2014,01-07-2016,Analyst,23.0,40565,Marketing,23.0,7.0,3.0,1
JARED,ACCARDO,M,6-23-2013,01-07-2016,Analyst,24.0,46662,Management,22.0,8.0,3.0,0
ROXANNA,ARLEN,F,2-20-2010,01-07-2016,Senior Manager,38.0,190850,Marketing,25.0,5.0,2.0,11
CARY,AGANS,M,02-11-2013,01-07-2016,Analyst,25.0,40752,Operations,29.0,1.0,2.0,1
LIDIA,ANTELL,F,10-01-2014,01-07-2016,Analyst,23.0,41988,Operations,17.0,13.0,3.0,1
ALYSSA,ANCHONDO,F,6-15-2014,01-07-2016,Analyst,25.0,43328,Operations,17.0,13.0,4.0,2
SETH,ACKMAN,M,02-10-2014,01-07-2016,Senior Analyst,27.0,58848,IT,30.0,0.0,3.0,2
RAYMON,ALLBERT,M,03-09-2014,01-07-2016,Analyst,21.0,44718,Management,28.0,2.0,4.0,0
MEL,ALEGI,M,09-06-2014,01-07-2016,Analyst,25.0,40231,Web,29.0,1.0,2.0,3
JANEL,ARGUIJO,F,1-14-2014,01-07-2016,Senior Analyst,26.0,54475,IT,21.0,9.0,5.0,0
BRANDY,AMEDURI,F,10-28-2013,01-07-2016,Analyst,24.0,40329,Finance,29.0,1.0,2.0,1
NOBLE,ALFANDRE,M,11-24-2013,01-07-2016,Analyst,23.0,40085,Finance,24.0,6.0,4.0,0
TERENCE,ADRION,M,12-24-2014,01-07-2016,Senior Analyst,26.0,52198,Web,25.0,5.0,5.0,4
LANE,AKARD,M,2-18-2013,01-07-2016,Analyst,21.0,49666,IT,27.0,3.0,4.0,0
THURMAN,AHLQUIST,M,12-24-2014,01-07-2016,Analyst,21.0,45277,IT,27.0,3.0,3.0,0
IVA,ANELLI,F,09-08-2014,01-07-2016,Analyst,24.0,44002,Web,27.0,3.0,5.0,2
MATILDA,ANNONIO,F,07-06-2013,01-07-2016,Analyst,24.0,45621,Marketing,25.0,5.0,4.0,0
CHASITY,APPANA,F,5-17-2014,01-07-2016,Analyst,24.0,40578,Marketing,26.0,4.0,4.0,1
BROCK,AISPURO,M,06-07-2013,01-07-2016,Analyst,21.0,42879,Finance,21.0,9.0,5.0,0
ARNOLD,ACCALA,M,9-29-2014,01-07-2016,Analyst,21.0,40095,Finance,17.0,13.0,2.0,0
EARLENE,ANTTILA,F,5-29-2014,01-07-2016,Analyst,23.0,49364,Management,22.0,8.0,4.0,0
GWEN,ANCIRA,F,5-29-2013,01-07-2016,Analyst,22.0,46078,Operations,15.0,15.0,3.0,0
TYLER,ABRON,M,5-19-2013,01-07-2016,Senior Analyst,25.0,58428,Finance,29.0,1.0,2.0,0
JERI,ANNING,F,02-10-2014,01-07-2016,Analyst,24.0,40043,Management,21.0,9.0,4.0,1
CHRISTIE,ANASTACIO,F,03-04-2014,01-07-2016,Analyst,22.0,41193,Finance,22.0,8.0,3.0,0
DIANE,ALQUISIRA,F,9-22-2013,01-07-2016,Analyst,24.0,49045,Web,24.0,6.0,3.0,1
CHANTEL,ARGRO,F,1-20-2013,01-07-2016,Analyst,24.0,47291,Marketing,18.0,12.0,5.0,0
VAL,ALLAWAY,M,11-13-2013,01-07-2016,Analyst,25.0,45296,Marketing,26.0,4.0,2.0,2
GILLIAN,ARMSON,F,11-08-2014,01-07-2016,Analyst,21.0,44281,Operations,15.0,15.0,4.0,0
KAITLIN,ARATA,F,9-17-2014,01-07-2016,Senior Analyst,26.0,51655,Finance,28.0,2.0,5.0,4
AIDA,ANDY,F,07-07-2013,01-07-2016,Senior Analyst,25.0,50605,IT,23.0,7.0,5.0,0
JOSEPH,AALUND,M,11-11-2013,01-07-2016,Analyst,23.0,46612,Operations,20.0,10.0,2.0,0
DION,AINSWORTH,M,7-24-2013,01-07-2016,Analyst,22.0,48858,Management,23.0,7.0,3.0,0
DORTHY,ANDREULA,F,4-20-2014,01-07-2016,Senior Analyst,26.0,57783,Management,23.0,7.0,3.0,0
EDISON,ALLAMAN,M,01-02-2012,01-07-2016,Senior Analyst,28.0,61413,Web,21.0,9.0,5.0,3
IRWIN,AKAL,M,3-27-2013,01-07-2016,Senior Analyst,25.0,51423,Marketing,24.0,6.0,5.0,0
BRADLY,ALEXIDOR,M,11-27-2013,01-07-2016,Analyst,25.0,43074,Marketing,25.0,5.0,5.0,2
DANIEL,AANDERUD,M,6-26-2013,01-07-2016,Analyst,24.0,46659,Web,30.0,0.0,5.0,0
ESTELLE,ANA,F,1-22-2013,01-07-2016,Analyst,25.0,43893,Finance,20.0,10.0,5.0,1
LANCE,ACETO,M,8-27-2013,01-07-2016,Analyst,23.0,40526,Management,24.0,6.0,4.0,0
LOUISA,ANTRONICA,F,10-17-2014,01-07-2016,Analyst,25.0,48903,IT,16.0,14.0,3.0,3
LINDSEY,ALBEE,M,9-14-2012,01-07-2016,Manager,32.0,130328,Finance,18.0,12.0,3.0,4
QUEEN,AQUILERA,F,09-07-2013,01-07-2016,Analyst,22.0,43886,Finance,28.0,2.0,5.0,0
NANCY,ALMQUIST,F,6-30-2014,01-07-2016,Analyst,22.0,49868,Finance,20.0,10.0,4.0,0
ANNETTA,ARM,F,7-19-2014,01-07-2016,Analyst,23.0,43964,Management,17.0,13.0,3.0,1
LUISA,ANNICHIARICO,F,12-25-2014,01-07-2016,Analyst,22.0,45721,IT,17.0,13.0,3.0,0
NORBERTO,ALCORTA,M,5-31-2013,01-07-2016,Analyst,25.0,44738,Marketing,28.0,2.0,3.0,1
ANNEMARIE,ARMILLEI,F,4-16-2013,01-07-2016,Analyst,21.0,41365,Marketing,17.0,13.0,3.0,0
GRANT,ADAMSKI,M,3-27-2013,01-07-2016,Analyst,22.0,41159,IT,20.0,10.0,5.0,0
MARIA,ALMODOVAR,F,11-05-2013,01-07-2016,Analyst,21.0,43328,Web,20.0,10.0,3.0,0
MELISSA,ALOSA,F,2-28-2013,01-07-2016,Analyst,25.0,40219,Marketing,22.0,8.0,4.0,1
ROBERT,AADLAND,M,8-23-2013,01-07-2016,Analyst,23.0,41718,Management,28.0,2.0,4.0,0
ALLENE,ARDERY,F,7-28-2013,01-07-2016,Analyst,23.0,41304,Web,20.0,10.0,4.0,0
FIDEL,AHLE,M,07-04-2014,01-07-2016,Analyst,23.0,42012,IT,30.0,0.0,5.0,0
AILEEN,ANNALA,F,7-23-2013,01-07-2016,Analyst,25.0,41619,IT,23.0,7.0,2.0,2
GUADALUPE,ADHAMI,M,10-26-2013,01-07-2016,Analyst,22.0,48976,IT,30.0,0.0,3.0,0
SADIE,AMSPOKER,F,8-22-2013,01-07-2016,Analyst,21.0,46224,Operations,23.0,7.0,2.0,0
NILDA,AREY,F,08-10-2013,01-07-2016,Analyst,23.0,41144,IT,22.0,8.0,5.0,0
GERARD,ADAIR,M,01-04-2014,01-07-2016,Analyst,21.0,44850,Web,21.0,9.0,2.0,0
SONYA,AMMANN,F,07-05-2014,01-07-2016,Director,41.0,234374,IT,30.0,0.0,2.0,17
VESTA,ARIZMENDI,F,11-09-2013,01-07-2016,Analyst,23.0,48279,IT,15.0,15.0,4.0,0
CORINA,APSEY,F,04-10-2014,01-07-2016,Analyst,21.0,47061,Management,30.0,0.0,4.0,0
NELSON,ACEY,M,8-29-2013,01-07-2016,Analyst,21.0,47422,Management,16.0,14.0,3.0,0
DONOVAN,AIKEY,M,11-07-2014,01-07-2016,Analyst,21.0,44602,Web,15.0,15.0,4.0,0
MELODY,AMO,F,1-24-2015,01-07-2016,Analyst,25.0,40288,Finance,16.0,14.0,3.0,3
DAREN,ALACANO,M,3-20-2014,01-07-2016,Senior Analyst,28.0,63156,Finance,26.0,4.0,5.0,4
ORA,ANDRACKI,F,5-21-2013,01-07-2016,Analyst,23.0,45380,Management,30.0,0.0,4.0,0
KRAIG,ALLTON,M,9-22-2014,01-07-2016,Analyst,22.0,49896,IT,20.0,10.0,4.0,0
KARYN,AQUIL,F,7-16-2014,01-07-2016,Analyst,22.0,46427,IT,19.0,11.0,4.0,0
HOPE,ANANIA,F,01-09-2015,01-07-2016,Analyst,24.0,44795,Finance,29.0,1.0,5.0,2
KISHA,ARLIA,F,03-02-2014,01-07-2016,Analyst,24.0,49183,IT,19.0,11.0,2.0,1
CHI,ALEXANDRIA,M,09-07-2013,01-07-2016,Analyst,25.0,48042,IT,22.0,8.0,4.0,2
NORMAN,ABELMAN,M,04-05-2014,01-07-2016,Analyst,24.0,46126,Marketing,21.0,9.0,2.0,1
ANGELINE,ANGTON,F,5-23-2014,01-07-2016,Analyst,25.0,40946,Finance,23.0,7.0,5.0,2
MELANIE,ALVORD,F,01-05-2013,01-07-2016,Analyst,25.0,40113,Management,15.0,15.0,4.0,1
ROBIN,ALTHOFF,F,2-13-2013,01-07-2016,Analyst,22.0,48808,Finance,24.0,6.0,4.0,0
JOHNSON,ALLERUZZO,M,8-13-2014,01-07-2016,Analyst,25.0,46956,Marketing,18.0,12.0,2.0,3
GUADALUPE,AMES,F,04-08-2013,01-07-2016,Analyst,24.0,43201,Operations,16.0,14.0,4.0,0
IVAN,ACK,M,9-14-2012,01-07-2016,Senior Analyst,25.0,61368,Finance,20.0,10.0,3.0,0
VON,ALLMAN,M,8-26-2013,01-07-2016,Analyst,24.0,47890,Management,20.0,10.0,2.0,1
ODESSA,ANTKOWIAK,F,10-24-2014,01-07-2016,Associate,28.0,71816,Management,20.0,10.0,4.0,4
LEN,ALLEE,M,09-09-2013,01-07-2016,Analyst,25.0,44182,IT,15.0,15.0,3.0,2
TAMMY,ALSTON,F,02-07-2014,01-07-2016,Analyst,25.0,49466,Marketing,25.0,5.0,4.0,2
JIMMY,ABEDELAH,M,11-27-2014,01-07-2016,Analyst,24.0,40927,IT,18.0,12.0,4.0,2
BENEDICT,ALLER,M,10-03-2014,01-07-2016,Manager,32.0,110064,Web,30.0,0.0,2.0,9
BARBRA,ANSARA,F,2-18-2014,01-07-2016,Analyst,24.0,41904,Web,20.0,10.0,2.0,1
OTTO,AGENA,M,1-26-2011,01-07-2016,Associate,28.0,99505,Marketing,20.0,10.0,3.0,1
DALLAS,ADLEY,M,09-10-2013,01-07-2016,Analyst,21.0,49980,IT,23.0,7.0,3.0,0
ESSIE,ANDERON,F,6-25-2014,01-07-2016,Analyst,21.0,42277,Marketing,17.0,13.0,4.0,0
SAM,ABREW,M,3-13-2013,01-07-2016,Analyst,22.0,47500,Operations,28.0,2.0,5.0,0
DONNA,ALNOOR,F,8-21-2014,01-07-2016,Analyst,22.0,49785,Finance,18.0,12.0,2.0,0
DONTE,ALGUIRE,M,8-13-2014,01-07-2016,Analyst,22.0,45319,Web,22.0,8.0,4.0,0
AUBREY,AGARWAL,M,3-23-2014,01-07-2016,Analyst,24.0,45329,Management,27.0,3.0,2.0,1
JUSTINE,ANIS,F,12-27-2014,01-07-2016,Analyst,25.0,42214,Finance,18.0,12.0,5.0,3
CARMELA,ANGOCICCO,F,8-30-2014,01-07-2016,Analyst,21.0,41225,IT,18.0,12.0,5.0,0
BRADY,AGUILERA,M,8-31-2013,01-07-2016,Analyst,24.0,47143,Management,27.0,3.0,3.0,1
VICKY,AMOSS,F,10-16-2014,01-07-2016,Analyst,22.0,43064,Management,19.0,11.0,5.0,0
WILL,AGEMY,M,05-11-2014,01-07-2016,Analyst,23.0,41277,Operations,28.0,2.0,4.0,0
ENID,ARABAJIAN,F,4-18-2013,01-07-2016,Analyst,21.0,47458,Web,16.0,14.0,4.0,0
ERICA,ALVEREZ,F,12-20-2013,01-07-2016,Analyst,23.0,41608,Management,19.0,11.0,3.0,0
FELICITA,ARMFIELD,F,03-08-2013,01-07-2016,Senior Analyst,27.0,60352,IT,16.0,14.0,2.0,0
ALISSA,APOLO,F,3-24-2014,01-07-2016,Analyst,23.0,44988,Web,22.0,8.0,4.0,0
SUSIE,AMOAH,F,07-05-2013,01-07-2016,Analyst,25.0,46004,Marketing,29.0,1.0,2.0,1
CARROLL,ADICKES,M,1-13-2013,01-07-2016,Analyst,25.0,46386,IT,22.0,8.0,3.0,1
TOMAS,ADONIS,M,12-17-2013,01-07-2016,Analyst,25.0,41135,Operations,19.0,11.0,2.0,2
WILLIE,ABBINGTON,M,10-16-2014,01-07-2016,Manager,34.0,147110,Finance,20.0,10.0,5.0,10
DOROTHEA,ANGELILLI,F,7-20-2012,01-07-2016,Associate,31.0,88069,Management,15.0,15.0,5.0,3
AARON,ABDELMUTI,M,6-16-2013,01-07-2016,Analyst,24.0,41146,IT,21.0,9.0,5.0,0
RORY,AHMANN,M,10-10-2014,01-07-2016,Senior Analyst,27.0,50084,Management,27.0,3.0,2.0,1
MILAGROS,ANTOLAK,F,03-02-2014,01-07-2016,Analyst,25.0,46519,Web,16.0,14.0,2.0,2
FREDERIC,AJOKU,M,10-19-2013,01-07-2016,Analyst,22.0,40438,Operations,16.0,14.0,5.0,0
ELINOR,ANTONOPOULOS,F,10-30-2013,01-07-2016,Director,40.0,225412,Marketing,25.0,5.0,4.0,15
JANNA,APPLEGATE,F,01-07-2014,01-07-2016,Associate,31.0,94836,Finance,18.0,12.0,2.0,6
EARNESTINE,ANTONY,F,9-19-2012,01-07-2016,Senior Analyst,26.0,66244,Operations,27.0,3.0,4.0,0
JANICE,ALSIP,F,11-07-2013,01-07-2016,Analyst,24.0,46823,Finance,27.0,3.0,3.0,1
GRAHAM,AHNE,M,2-24-2014,01-07-2016,Analyst,25.0,49706,Web,20.0,10.0,3.0,2
ERNEST,ABDUL,M,2-14-2013,01-07-2016,Associate,32.0,75780,Finance,30.0,0.0,3.0,5
COLBY,AITCHESON,M,12-28-2014,01-07-2016,Analyst,24.0,43295,Operations,22.0,8.0,3.0,2
KATHIE,APLIN,F,12-30-2013,01-07-2016,Analyst,23.0,43902,Marketing,16.0,14.0,3.0,0
KAY,AMDERSON,F,5-24-2013,01-07-2016,Director,42.0,270193,Operations,28.0,2.0,4.0,15
BELINDA,AMESBURY,F,12-05-2014,01-07-2016,Analyst,25.0,49766,Management,21.0,9.0,5.0,3
MARINA,ANDRANGO,F,03-08-2013,01-07-2016,Analyst,21.0,45000,Operations,18.0,12.0,3.0,0
REGINALD,ABSALON,M,10-21-2014,01-07-2016,Analyst,23.0,47691,Web,17.0,13.0,4.0,1
LEWIS,ABRAMOWITZ,M,12-29-2013,01-07-2016,Senior Analyst,25.0,69966,Marketing,21.0,9.0,5.0,2
RUPERT,ALEXANDER,M,01-03-2014,01-07-2016,Analyst,24.0,41679,Web,22.0,8.0,4.0,1
ANTON,AGUSTINO,M,3-20-2014,01-07-2016,Analyst,25.0,42466,IT,21.0,9.0,4.0,2
TASHA,ANDALORA,F,12-24-2014,01-07-2016,Analyst,25.0,44366,Web,20.0,10.0,4.0,3
RAYMOND,ABAR,M,5-16-2014,01-07-2016,Analyst,25.0,48098,Web,16.0,14.0,2.0,2
JONI,ANGERT,F,09-11-2013,01-07-2016,Analyst,23.0,42225,IT,15.0,15.0,5.0,0
FRANCIS,AMSDEN,F,04-09-2012,01-07-2016,Associate,28.0,70567,Marketing,25.0,5.0,5.0,2
MYRTLE,AMBROSE,F,07-12-2014,01-07-2016,Senior Analyst,27.0,57497,Operations,30.0,0.0,3.0,1
TED,ACENCIO,M,07-09-2012,01-07-2016,Senior Analyst,26.0,54573,Operations,23.0,7.0,2.0,0
